#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Sheeppox virus	10266		0	Other	Poxviridae	149.955	25	vertebrates	 Unknown:NC_004002.1/AY077832.1	148	148	2002/06/05	2020/12/20	Complete Genome
Tomato leaf curl Karnataka virus	220932		0	Other	Geminiviridae	2.759	42.5	land plants	 DNA A:NC_003897.1/U38239.1	6	6	1995/10/24	2018/08/13	Complete Genome
Tomato leaf curl Taiwan virus	196093		0	Other	Geminiviridae	2.743	43	land plants	 DNA A:DQ866128.1	6	6	2006/09/18	2006/09/18	Complete Genome
Goatpox virus Pellor	376852		0	Other	Poxviridae	149.599	25.3	vertebrates	 Unknown:NC_004003.1/AY077835.1	150	150	2002/06/05	2020/12/20	Complete Genome
Ovine adenovirus 7	114430		0	Other	Adenoviridae	29.576	33.6	vertebrates	 Unknown:NC_004037.2/U40839.3	44	30	1996/12/28	2020/12/20	Complete Genome
Bean golden mosaic virus	10839		0	Other	Geminiviridae	5.197	39.5135	land plants	 DNA A:NC_004042.1/M88686.1;  DNA B:NC_004043.1/M88687.1	6	6	1992/03/17	2018/08/13	Complete Genome
Bean golden yellow mosaic virus-[Dominican Republic]	222445		0	Other	Geminiviridae	5.255	39.7193	land plants	 DNA A:NC_038791.1/L01635.1;  DNA B:NC_038790.1/L01636.1	5	5	1992/09/11	2018/08/25	Complete Genome
Satellites of Trichomonas vaginalis T1 virus	198608		0	Satellites	unclassified	0.497	48.1	protozoa	 Unknown:NC_004048.1/U15991.1	1	-	1995/09/14	2018/08/13	Complete Genome
Phthorimaea operculella granulovirus	192584		0	Other	Baculoviridae	119.217	35.7	invertebrates	 Unknown:NC_004062.1/AF499596.1	130	130	2002/07/01	2018/08/13	Complete Genome
Mycobacterium phage D29	2905674		0	Other	Other	49.127	63.5	bacteria	NC_001900.2/AF022214.2	82	77	1998/06/02	2021/12/22	Complete Genome
Escherichia phage Lambda	2681611		0	Other	Other	48.502	49.9	bacteria	 Unknown:NC_001416.1/J02459.1	92	73	1993/04/28	2021/10/11	Complete Genome
Etapapillomavirus 1	197771		0	Other	Papillomaviridae	7.729	47.7	vertebrates	 Unknown:NC_004068.1/AY057109.1	6	6	2002/07/10	2018/08/13	Complete Genome
Hollyhock leaf crumple virus	199587		0	Other	Geminiviridae	2.755	43	land plants	 DNA A:NC_004071.1/AY036009.1	6	6	2002/01/08	2018/08/13	Complete Genome
Natrialba phage PhiCh1	114777	PRJNA517034	517034	Other	Vertoviridae	58.487	61.9	archaea	NC_054954.1/MK450543.1	94	94	2019/03/10	2021/10/11	Complete Genome
Okra leaf curl betasatellite [India:Munthal:EL38:2006]	908121		0	Other	Tolecusatellitidae	1.352	37.9	land plants	GU111963.1	1	1	2011/01/01	2012/05/18	Complete Genome
Pepper golden mosaic virus-[CR]	223302		0	Other	Geminiviridae	2.619	45	land plants	 DNA A:AF149227.1	4	4	1999/11/10	2003/03/07	Complete Genome
Hollyhock leaf crumple virus satellite DNA	169696		0	Satellites	unclassified	0.741	39.1	land plants	 Unknown:NC_004092.1/AF397214.1	-	-	2002/08/02	2018/08/13	Complete Genome
Ectromelia virus	12643		0	Other	Poxviridae	209.771	33.2	human,vertebrates	 Unknown:NC_004105.1/AF012825.2	173	173	1999/01/01	2021/10/11	Complete Genome
Woodchuck hepatitis virus	35269		0	Other	Hepadnaviridae	3.323	44.5	vertebrates	 Unknown:NC_004107.1/M18752.1	4	4	1993/08/03	2018/08/13	Complete Genome
Papaya leaf curl virus	53260		0	Other	Geminiviridae	2.769	42.6	land plants	 DNA A:JQ407224.1	-	-	2012/06/26	2018/12/19	Complete Genome
Helicoverpa zea nudivirus 2	1128424		0	Other	Nudiviridae	231.621	41.9	invertebrates	 Unknown:NC_004156.2/JN418988.1	113	113	2002/08/30	2018/08/13	Complete Genome
Bacillus phage B103	2994042		0	Other	Salasmaviridae	18.63	37.7	bacteria	 Unknown:NC_004165.1/X99260.1	17	17	1996/07/13	2021/10/11	Complete Genome
Bacillus phage phi105	10717		0	Other	Other	39.318	42.7	bacteria	NC_048631.1/HM072038.1	52	52	2010/04/27	2021/10/11	Complete Genome
Tomato leaf curl Vietnam virus	208177		0	Other	Geminiviridae	2.745	42.7	land plants	 DNA A:NC_004153.1/AF264063.1	6	6	2001/06/02	2018/08/13	Complete Genome
Pepper leaf curl Bangladesh virus	223305		0	Other	Geminiviridae	2.754	43.9	land plants	 DNA A:HM007096.1	6	6	2012/04/09	2018/04/30	Complete Genome
Vibrio phage VSKK	180503		0	Other	Inoviridae	6.834	43.5	bacteria	AF452449.2	-	6	2001/12/12	2003/08/11	Complete Genome
Salmonella phage ST64B	175950		0	Other	Myoviridae	40.149	51	bacteria	 Unknown:NC_004313.1/AY055382.1	56	56	2002/09/30	2021/10/11	Complete Genome
Salmonella phage ST64T	2905963		0	Other	Other	40.679	47.5	bacteria	 Unknown:NC_004348.1/AY052766.1	65	65	2002/10/22	2022/01/06	Complete Genome
Haemophilus phage HP2	2932882		0	Other	Peduoviridae	31.508	39.9	bacteria	 Unknown:NC_003315.1/AY027935.1	37	37	2001/04/22	2022/04/07	Complete Genome
Ageratum yellow vein Singapore alphasatellite	915293		0	Other	Alphasatellitidae	1.36	40	land plants	 Unknown:NC_003414.1/AJ416153.1	1	1	2002/02/14	2018/08/13	Complete Genome
Taro bacilliform virus	178354		0	Other	Caulimoviridae	7.458	39.3	land plants	 Unknown:NC_004450.1/AF357836.1	3	3	2002/11/28	2018/08/13	Complete Genome
Vibrio phage VHML	207597		0	Other	Other	43.198	50.6	bacteria	 Unknown:NC_004456.1/AY133112.1	57	57	2002/12/14	2021/10/11	Complete Genome
Kalanchoe top-spotting virus	218387		0	Other	Caulimoviridae	7.591	47.2	land plants	 Unknown:NC_004540.1/AY180137.1	3	3	2003/01/18	2018/08/13	Complete Genome
Tomato leaf curl Gujarat virus	219299		0	Other	Geminiviridae	5.445	42.1127	land plants	 DNA A:NC_004558.1/AY190290.1;  DNA B:NC_004559.1/AY190291.1	8	8	2003/01/28	2018/08/13	Complete Genome
Tomato yellow leaf curl Malaga virus	219744		0	Other	Geminiviridae	2.782	41	land plants	 DNA A:NC_004569.1/AF271234.1	6	6	2001/12/27	2018/08/13	Complete Genome
Galleria mellonella densovirus	37138		0	Other	Parvoviridae	6.039	36.4	invertebrates	 Unknown:NC_004286.1/L32896.1	2	7	1994/10/01	2018/08/13	Complete Genome
Casphalia extranea densovirus	180586		0	Other	Parvoviridae	5.002	37.8	-	 Unknown:NC_004288.1/AF375296.1	3	3	2002/01/01	2018/08/13	Complete Genome
Planococcus citri densovirus	159153		0	Other	Parvoviridae	5.38	37.6	invertebrates	 Unknown:NC_004289.1/AY032882.1	4	4	2002/01/16	2018/08/13	Complete Genome
Human erythrovirus V9	72197		0	Other	Parvoviridae	5.028	42.1	human	 Unknown:NC_004295.1/AJ249437.1	6	6	2001/09/30	2018/08/13	Complete Genome
Lactococcus phage r1t	43685		0	Other	Siphoviridae	33.35	35.5	bacteria	 Unknown:NC_004302.1/U38906.1	50	50	1996/06/05	2022/06/05	Complete Genome
Streptococcus phage 01205	2681626		0	Other	Other	43.075	38.3	bacteria	 Unknown:NC_004303.1/U88974.1	57	57	1997/09/30	2021/10/11	Complete Genome
Cotton leaf curl Alabad virus	222456		0	Other	Geminiviridae	2.744	42.7	land plants	 DNA A:NC_004582.1/AJ002455.1	6	6	1998/03/31	2018/08/13	Complete Genome
Cotton leaf curl Kokhran virus	222464		0	Other	Geminiviridae	2.748	43.1	land plants	 DNA A:NC_004583.1/AJ002449.1	6	6	1998/03/31	2018/08/13	Complete Genome
Cotton leaf curl Multan virus	223252		0	Other	Geminiviridae	2.754	43.1	land plants	 DNA A:NC_003199.1/AF363011.1	6	6	2001/06/20	2018/08/13	Complete Genome
Tomato leaf curl New Delhi virus	223347		0	Other	Geminiviridae	5.435	42.5111	land plants	 DNA A:NC_004611.1/U15015.2;  DNA B:NC_004612.1/U15017.2	10	10	1994/09/28	2018/08/13	Complete Genome
Tomato leaf curl Laos virus	223345		0	Other	Geminiviridae	2.748	43.3	land plants	 DNA A:NC_004613.1/AF195782.1	6	6	1999/10/26	2018/08/13	Complete Genome
Tomato leaf curl Bangladesh virus	223344		0	Other	Geminiviridae	2.761	42.9	land plants	 DNA A:NC_004614.1/AF188481.1	6	6	1999/11/01	2018/08/13	Complete Genome
Dubowvirus dv11	12360		0	Other	Other	43.604	34.5	bacteria	 Unknown:NC_004615.1/AF424781.1	53	53	2002/02/26	2021/10/11	Complete Genome
Staphylococcus phage phi 12	2905946		0	Other	Other	44.97	33.3	bacteria	 Unknown:NC_004616.1/AF424782.1	49	49	2002/02/26	2022/01/06	Complete Genome
Staphylococcus phage phi 13	2992645		0	Other	Other	42.722	33.5	bacteria	 Unknown:NC_004617.1/AF424783.1	49	49	2002/02/26	2021/10/11	Complete Genome
Ageratum yellow vein Taiwan virus	222441		0	Other	Geminiviridae	2.734	40.9	land plants	 DNA A:NC_004627.1/AF307861.1	6	6	2000/11/06	2018/08/13	Complete Genome
Pepper leaf curl Pakistan virus	341713		0	Other	Geminiviridae	2.858	43.1	land plants	 DNA A:DQ116878.1	-	6	2006/07/31	2006/07/31	Complete Genome
Pseudomonas phage phiKZ	2905945		0	Other	Other	280.334	36.8	bacteria	 Unknown:NC_004629.1/AF399011.1	376	369	2002/02/28	2021/10/11	Complete Genome
Tomato leaf curl Sri Lanka virus	223352		0	Other	Geminiviridae	2.756	42	land plants	 DNA A:NC_004647.1/AF274349.1	6	6	2000/07/04	2018/08/13	Complete Genome
Tomato leaf curl Malaysia virus	223346		0	Other	Geminiviridae	2.754	43.2	-	 DNA A:NC_004648.1/AF327436.1	6	6	2001/03/07	2018/08/13	Complete Genome
Tobacco leaf curl Japan virus	223332		0	Other	Geminiviridae	2.761	42.8	land plants	 DNA A:NC_004654.1/AB028604.1	6	6	2000/05/24	2018/08/13	Complete Genome
Sida golden mosaic Costa Rica virus	223313		0	Other	Geminiviridae	5.192	45.3017	-	 DNA A:NC_004657.1/X99550.1;  DNA B:NC_004658.1/X99551.1	7	7	1996/08/14	2018/08/13	Complete Genome
Sida golden mosaic Honduras virus	223316		0	Other	Geminiviridae	5.192	45.9	land plants	 DNA A:NC_004659.1/Y11097.1;  DNA B:NC_004660.1/Y11098.1	7	7	1997/02/18	2018/08/13	Complete Genome
Sida yellow vein virus	223321		0	Other	Geminiviridae	5.205	46.3524	land plants	 DNA A:NC_004661.1/Y11099.1;  DNA B:NC_004662.1/Y11100.1	7	7	1997/02/18	2018/08/13	Complete Genome
Pseudomonas phage gh-1	197783		0	Other	Autographiviridae	37.359	57.4	bacteria	NC_004665.1/AF493143.1	42	42	2003/03/26	2021/10/11	Complete Genome
Okra yellow vein mosaic virus	227137		0	Other	Geminiviridae	2.739	43.5	land plants	 DNA A:NC_004673.1/AJ002451.1	6	6	1998/03/31	2018/08/13	Complete Genome
Tomato curly stunt virus	128941		0	Other	Geminiviridae	2.766	44.3	land plants	 DNA A:NC_004675.1/AF261885.2	5	5	2000/08/02	2018/08/13	Complete Genome
Rosenblumvirus rv44AHJD	204086		0	Other	Rountreeviridae	16.784	29.6	bacteria	 Unknown:NC_004678.1/AF513032.1	21	21	2003/03/31	2021/10/11	Complete Genome
Staphylococcus phage P68	204090		0	Other	Rountreeviridae	18.227	29.3	bacteria	 Unknown:NC_004679.1/AF513033.1	22	22	2003/03/31	2021/10/11	Complete Genome
Mycobacterium phage Cjw1	2907830		0	Other	Other	75.931	63.1	bacteria	 Unknown:NC_004681.1/AY129331.1	142	141	2003/04/01	2022/01/04	Complete Genome
Mycobacterium phage Che9c	2907832		0	Other	Other	57.05	65.4	bacteria	 Unknown:NC_004683.1/AY129333.1	85	84	2003/04/01	2022/01/04	Complete Genome
Mycobacterium phage Corndog	2907833		0	Other	Other	69.777	65.4	bacteria	 Unknown:NC_004685.1/AY129335.1	122	122	2003/04/01	2022/01/04	Complete Genome
Mycobacterium phage Omega	2907835		0	Other	Other	110.865	61.4	bacteria	 Unknown:NC_004688.1/AY129338.1	239	237	2003/04/01	2022/01/04	Complete Genome
Mycobacterium phage Barnyard	205880		0	Other	Other	70.797	57.3	bacteria	 Unknown:NC_004689.1/AY129339.1	109	109	2003/04/01	2022/05/26	Complete Genome
Mycobacterium phage Bxz2	2907831		0	Other	Other	50.913	64.2	bacteria	NC_004682.2/AY129332.2	89	86	2003/04/01	2022/01/04	Complete Genome
Lomovskayavirus BT1	225588		0	Other	Other	41.831	62.8	bacteria	 Unknown:NC_004664.2/AJ550940.2	56	55	2003/03/25	2021/10/11	Complete Genome
Vibrio phage VGJ	223524		0	Other	Inoviridae	7.542	43.4	bacteria	 Unknown:NC_004736.1/AY242528.1	13	13	2003/04/15	2018/08/13	Complete Genome
Peduovirus L413C	227940		0	Other	Peduoviridae	30.728	52.1	bacteria	 Unknown:NC_004745.1/AY251033.1	40	40	2003/04/20	2021/10/11	Complete Genome
Lactococcus phage P335	354260		0	Other	Siphoviridae	33.613	35.5	bacteria	DQ838728.1	-	50	2008/09/10	2008/09/10	Complete Genome
Budgerigar fledgling disease virus - 1	133789		0	Other	Polyomaviridae	4.981	48.5	vertebrates	 Unknown:NC_004764.2/AF241168.1	6	9	2000/08/08	2018/08/13	Complete Genome
Salmonella phage epsilon15	215158		0	Other	Other	39.672	50.8	bacteria	 Unknown:NC_004775.2/AY150271.2	51	51	2003/04/30	2021/10/11	Complete Genome
Goose hemorrhagic polyomavirus	208491		0	Other	Polyomaviridae	5.256	48.1	vertebrates	 Unknown:NC_004800.1/AY140894.1	6	6	2003/05/07	2018/08/13	Complete Genome
Enterobacteria phage BP-4795	196242		0	Other	Other	57.93	50.6	bacteria	 Unknown:NC_004813.1/AJ556162.1	85	85	2003/05/23	2021/10/11	Complete Genome
Fischettivirus C1	230871		0	Other	Rountreeviridae	16.687	34.6	bacteria	 Unknown:NC_004814.1/AY212251.1	20	20	2003/05/21	2022/01/04	Complete Genome
Methanothermobacter phage psiM100	173824		0	Other	Leisingerviridae	31.007	45.7	archaea	 Unknown:NC_002628.3/AF301375.1	37	37	2000/12/13	2021/10/11	Complete Genome
Luffa yellow mosaic virus	207240		0	Other	Geminiviridae	5.455	41.9582	land plants	 DNA A:NC_004824.1/AF509739.1;  DNA B:NC_004825.1/AF509740.1	8	8	2003/06/02	2018/08/13	Complete Genome
Malvastrum yellow vein virus	222475		0	Other	Geminiviridae	2.731	44	land plants	 DNA A:NC_004634.1/AJ457824.1	6	6	2002/04/25	2018/08/13	Complete Genome
Sida golden yellow vein virus-[Jamaica:Liguanea2:2008]	929766		0	Other	Geminiviridae	5.15	44.1763	land plants	 DNA A:NC_004635.2/HQ009519.1;  DNA B:NC_014799.1/HQ009520.1	6	6	2003/03/26	2018/08/13	Complete Genome
Sida mottle virus	191460		0	Other	Geminiviridae	2.668	46.8	land plants	 DNA A:NC_004637.1/AY090555.1	6	6	2002/04/17	2018/08/13	Complete Genome
Potato yellow mosaic Trinidad virus	223308		0	Other	Geminiviridae	5.117	43.6661	land plants	 DNA A:NC_004638.1/AF039031.1;  DNA B:NC_004644.1/AF039032.1	7	7	1998/04/02	2018/08/13	Complete Genome
Sweet potato leaf curl Georgia virus	225752		0	Other	Geminiviridae	2.773	44.1	land plants	 DNA A:NC_004640.1/AF326775.1	6	6	2002/01/31	2018/08/13	Complete Genome
Rhynchosia golden mosaic virus	117198		0	Other	Geminiviridae	5.155	42.5175	land plants	 DNA B:NC_010293.1/DQ356429.1;  DNA A:NC_010294.1/EU339936.1	7	7	2006/03/15	2018/08/13	Complete Genome
Salmonella phage SP6	2907955		0	Other	Autographiviridae	43.769	47.2	bacteria	 Unknown:NC_004831.2/AY288927.2	52	52	2003/06/07	2022/01/06	Complete Genome
Xanthomonas phage Xp10	2907956		0	Other	Other	44.373	52	bacteria	 Unknown:NC_004902.1/AY299121.1	60	60	2003/06/16	2022/01/06	Complete Genome
Escherichia Stx1 converting phage	194948		0	Other	Other	59.866	49.7	bacteria	 Unknown:NC_004913.3/AP005153.1	166	167	2003/06/20	2021/10/11	Chromosome
Streptococcus phage SM1	157924		0	Other	Siphoviridae	34.692	39.2	bacteria	 Unknown:NC_004996.1/AY007505.3	56	56	2000/10/10	2021/10/11	Complete Genome
Tomato leaf curl Java virus	263001		0	Other	Geminiviridae	2.752	42.5	land plants	 DNA A:NC_005031.1/AB100304.1	6	6	2003/01/21	2018/08/13	Complete Genome
Roseobacter phage SIO1	2905867		0	Other	Zobellviridae	39.898	46.2	bacteria	 Unknown:NC_002519.1/AF189021.1	32	32	2000/08/30	2022/01/06	Complete Genome
Mycobacterium phage Bxz1	205877		0	Other	Other	156.102	64.8	bacteria	 Unknown:NC_004687.1/AY129337.1	253	225	2003/04/01	2021/12/01	Complete Genome
Escherichia phage Stx2 II	194949		0	Other	Other	62.706	49.9	bacteria	 Unknown:NC_004914.3/AP005154.1	169	170	2003/06/20	2021/10/11	Chromosome
Bacillus phage Bam35c	236750		0	Other	Tectiviridae	14.935	39.7	bacteria	 Unknown:NC_005258.1/AY257527.1	32	32	2003/09/11	2021/10/11	Complete Genome
Aeromonas phage Aeh1	2880362		0	Other	Straboviridae	233.234	42.8	bacteria	 Unknown:NC_005260.1/AY266303.2	375	352	2003/04/30	2021/10/05	Complete Genome
Bovine alphaherpesvirus 5	35244		0	Other	Herpesviridae	138.39	74.9	vertebrates	 Unknown:NC_005261.3/AY261359.1	72	73	2003/09/13	2018/08/13	Complete Genome
Psittacid alphaherpesvirus 1	50294		0	Other	Herpesviridae	163.025	60.9	vertebrates	 Unknown:NC_005264.1/AY372243.1	77	77	2003/09/13	2018/08/13	Complete Genome
Lactobacillus phage phig1e	52979		0	Other	Siphoviridae	42.259	43.1	bacteria	 Unknown:NC_004305.1/X98106.1	60	60	1997/04/03	2021/10/11	Complete Genome
Vibrio phage VpV262	2907796		0	Other	Zobellviridae	46.012	49.5	bacteria	 Unknown:NC_003907.2/AY095314.2	67	67	2002/05/21	2022/01/31	Complete Genome
Sulfolobus spindle-shaped virus 2	244590		0	Other	Fuselloviridae	14.796	38.5	archaea	 Unknown:NC_005265.1/AY370762.1	34	34	2003/09/10	2021/10/11	Complete Genome
Adeno-associated virus - 3	46350		0	Other	Parvoviridae	4.726	53.9	human,vertebrates	 Unknown:NC_001729.1/U48704.1	2	2	1996/07/11	2018/08/13	Complete Genome
Blattella germanica densovirus 1	220638		0	Other	Parvoviridae	5.335	39.6	-	 Unknown:NC_005041.2/AY189948.2	6	6	2003/02/16	2018/08/13	Complete Genome
Aeromonas phage 44RR2.8t	2907963		0	Other	Straboviridae	173.591	43.9	bacteria	 Unknown:NC_005135.1/AY375531.1	269	252	2003/09/20	2022/01/31	Complete Genome
Pseudomonas phage PaP3	2905964		0	Other	Other	45.503	52.2	-	 Unknown:NC_004466.2/AY078382.2	76	72	2002/12/30	2022/01/06	Complete Genome
Salmonella phage FelixO1	77775		0	Other	Other	86.155	39	bacteria	 Unknown:NC_005282.1/AF320576.1	149	127	2003/11/30	2021/10/11	Complete Genome
Callitrichine gammaherpesvirus 3	106331		0	Other	Herpesviridae	149.696	49.3	vertebrates	 Unknown:NC_004367.1/AF319782.2	73	72	2001/04/19	2018/08/13	Complete Genome
Lambdapapillomavirus 2	35258		0	Other	Papillomaviridae	8.607	41.6	vertebrates	 Unknown:NC_001619.1/D55633.1	7	7	1995/06/15	2018/08/13	Complete Genome
Human papillomavirus type 50	40539		0	Other	Papillomaviridae	7.184	36.8	human	NC_001691.1/U31790.1	7	7	1995/10/17	2018/08/13	Complete Genome
